# m3_primary_edge_ledger -- M3 PRIMARY CollecTRI signed-edge ledger v2 (SEAL CANDIDATE, TASK-028 Freeze B)
# AMENDMENT v2 per Vladimir DEC-M3-DUAL-EDGE. Supersedes v1 (which split ALL unresolved edges).
# ONE ROW PER ADMITTED PRIMARY EDGE (source-ledger order preserved).
#
# PRIMARY POLICY:
#   consensus_sign = +1 if consensus_stimulation and not consensus_inhibition;
#                    -1 if consensus_inhibition  and not consensus_stimulation;
#                    unresolved otherwise (neither, or both consensus flags set).
#   An edge with a RESOLVED consensus sign PARTICIPATES ONCE in primary signed scoring with
#   that sign -- this INCLUDES both-flagged edges that resolved to a single consensus sign.
#   Edges with an UNRESOLVED consensus sign are EXCLUDED from primary signed scoring; they are
#   NOT split into activation+repression and are NOT assigned an arbitrary sign.
#   primary_inclusion=Y iff resolved; primary_sign=consensus sign if included, blank if excluded.
#   exclusion_reason: 'none' if included; else the TRUE reason
#     ('unresolved-both-flagged' or 'unresolved-single-flag-no-consensus').
#
# WEIGHTING RULE:
#   VIPER/aREA mode-of-regulation (MoR) = consensus sign (+1 activation, -1 repression).
#   weight = CollecTRI CONSENSUS confidence = 1.0 when the primary sign is a consensus call
#   (consensus_stimulation for +1, consensus_inhibition for -1); 0.5 for a non-consensus curated
#   call. weight blank for excluded (primary_inclusion=N) edges. evidence_class = CollecTRI-curated.
#
# PRE-FROZEN SENSITIVITY SETS (membership recorded here; NOTHING is scored in this ledger):
#   S1 flag-split (s1_representation): every both-flagged edge (all 79) = TWO contributions
#     (activation +1 and repression -1), each with its own consensus-confidence weight ->
#     s1_representation='split-dual'. Non-both-flagged consensus edges enter once -> 'single'.
#   S2 conservative exclusion (s2_inclusion): ALL both-flagged edges EXCLUDED (s2_inclusion=N);
#     only single-flag consensus edges remain (s2_inclusion=Y).
#
# both_flagged = stimulation_flag AND inhibition_flag (raw CollecTRI is_stimulation/is_inhibition).
# consensus_resolved = both_flagged AND consensus_sign in {+1,-1}.
# Columns: TF	target	ensembl_id	stimulation_flag	inhibition_flag	consensus_sign	both_flagged	consensus_resolved	primary_inclusion	primary_sign	exclusion_reason	s1_representation	s2_inclusion	evidence_class	weight
TF	target	ensembl_id	stimulation_flag	inhibition_flag	consensus_sign	both_flagged	consensus_resolved	primary_inclusion	primary_sign	exclusion_reason	s1_representation	s2_inclusion	evidence_class	weight
FOXA2	AQP3	ENSG00000165272	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
FOXA2	NEUROD1	ENSG00000162992	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
FOXA2	MUC2	ENSG00000198788	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	HPGD	ENSG00000164120	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SLC5A5	ENSG00000105641	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	G6PC2	ENSG00000152254	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	IFNG	ENSG00000111537	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	GLB1	ENSG00000170266	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	CEBPA	ENSG00000245848	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	IL5	ENSG00000113525	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SYTL4	ENSG00000102362	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SFTPB	ENSG00000168878	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	HELT	ENSG00000187821	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	LMX1A	ENSG00000162761	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	LMX1B	ENSG00000136944	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	NKX2-2	ENSG00000125820	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	ABCB1	ENSG00000085563	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	CYP3A4	ENSG00000160868	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	CXCR4	ENSG00000121966	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SOX14	ENSG00000168875	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	CDH1	ENSG00000039068	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	IL6	ENSG00000136244	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	MLXIPL	ENSG00000009950	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	ABCC2	ENSG00000023839	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	GCK	ENSG00000106633	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
FOXA2	GATA4	ENSG00000136574	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	TTR	ENSG00000118271	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	FERD3L	ENSG00000146618	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	CA2	ENSG00000104267	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	PI3	ENSG00000124102	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	NEUROG3	ENSG00000122859	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	FABP3	ENSG00000121769	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	AQP9	ENSG00000103569	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
FOXA2	DIO1	ENSG00000211452	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	MMP7	ENSG00000137673	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	WNT6	ENSG00000115596	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	MSX1	ENSG00000163132	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	FTO	ENSG00000140718	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	BIRC3	ENSG00000023445	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	NFYA	ENSG00000001167	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	TH	ENSG00000180176	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	MUC5B	ENSG00000117983	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
FOXA2	FGL1	ENSG00000104760	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	ABCA1	ENSG00000165029	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	IGFBP1	ENSG00000146678	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SCGB1A1	ENSG00000149021	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	TAT	ENSG00000198650	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	TPO	ENSG00000115705	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	TTF1	ENSG00000125482	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	IGF1	ENSG00000017427	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	PCK1	ENSG00000124253	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	HNF1A	ENSG00000135100	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SERPINC1	ENSG00000117601	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	AGR2	ENSG00000106541	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	CFTR	ENSG00000001626	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	GFER	ENSG00000127554	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	NKX2-1	ENSG00000136352	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	NR5A2	ENSG00000116833	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	PAX6	ENSG00000007372	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	TFF1	ENSG00000160182	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	GLI2	ENSG00000074047	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
FOXA2	ABCA3	ENSG00000167972	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	AFP	ENSG00000081051	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	KCNJ11	ENSG00000187486	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	ABCC8	ENSG00000006071	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	FOXF1	ENSG00000103241	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	EN1	ENSG00000163064	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	NR4A2	ENSG00000153234	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	NEUROG2	ENSG00000178403	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	APOM	ENSG00000204444	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	HOXB3	ENSG00000120093	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	EPCAM	ENSG00000119888	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SOX9	ENSG00000125398	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	ST18	ENSG00000147488	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
FOXA2	ADORA2B	ENSG00000170425	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	CYP2A13	ENSG00000197838	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
FOXA2	CADM1	ENSG00000182985	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	ANO2	ENSG00000047617	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	UGT2B17	ENSG00000197888	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	NR0B2	ENSG00000131910	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SLC4A4	ENSG00000080493	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	MIA	ENSG00000261857	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	EPYC	ENSG00000083782	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
SOX9	ACAN	ENSG00000157766	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	COL2A1	ENSG00000139219	Y	Y	1	Y	Y	Y	1	none	split-dual	N	CollecTRI-curated	1.0
SOX9	COL9A2	ENSG00000049089	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	AMH	ENSG00000104899	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	CDH2	ENSG00000170558	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	SRY	ENSG00000184895	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
SOX9	COL9A1	ENSG00000112280	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	CDX2	ENSG00000165556	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	MUC2	ENSG00000198788	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	VNN1	ENSG00000112299	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	COL11A2	ENSG00000204248	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	SOX2	ENSG00000181449	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
SOX9	ITGA10	ENSG00000143127	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	AR	ENSG00000169083	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	HPGDS	ENSG00000163106	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	COMP	ENSG00000105664	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	NR5A1	ENSG00000136931	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
SOX9	CLDN7	ENSG00000181885	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	CEACAM1	ENSG00000079385	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
SOX9	NES	ENSG00000132688	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	SOX10	ENSG00000100146	Y	Y	1	Y	Y	Y	1	none	split-dual	N	CollecTRI-curated	1.0
SOX9	CBLN4	ENSG00000054803	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	NKX3-2	ENSG00000109705	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
SOX9	RUNX2	ENSG00000124813	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	COL10A1	ENSG00000123500	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	RXFP2	ENSG00000133105	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	TFAP2E	ENSG00000116819	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	SGCA	ENSG00000108823	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	PTHLH	ENSG00000087494	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	PDX1	ENSG00000139515	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
SOX9	BEST1	ENSG00000167995	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	NTF3	ENSG00000185652	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	TCF21	ENSG00000118526	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	CYP26B1	ENSG00000003137	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	INS	ENSG00000254647	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	GCG	ENSG00000115263	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	XPO4	ENSG00000132953	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	SPP1	ENSG00000118785	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	ETV2	ENSG00000105672	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
SOX9	PAX3	ENSG00000135903	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	HAPLN1	ENSG00000145681	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	ADAM17	ENSG00000151694	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	MYOCD	ENSG00000141052	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	MATN1	ENSG00000162510	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	SLC6A19	ENSG00000174358	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	RGR	ENSG00000148604	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	RLBP1	ENSG00000140522	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	RPE65	ENSG00000116745	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	TUBB3	ENSG00000258947	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	CATSPER1	ENSG00000175294	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	DCC	ENSG00000187323	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	DCT	ENSG00000080166	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	MITF	ENSG00000187098	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	POU3F2	ENSG00000184486	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	PRAME	ENSG00000185686	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SOX9	SHH	ENSG00000164690	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	TYR	ENSG00000077498	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	NWD1	ENSG00000188039	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	HAND2	ENSG00000164107	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
SOX9	GLI2	ENSG00000074047	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	FGF9	ENSG00000102678	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	NEUROG3	ENSG00000122859	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	PHEX	ENSG00000102174	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	DMBT1	ENSG00000187908	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	GAS7	ENSG00000007237	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	LXN	ENSG00000079257	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	PIK3CA	ENSG00000121879	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
SOX9	GJB6	ENSG00000121742	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	MECOM	ENSG00000085276	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	LEF1	ENSG00000138795	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	PITX2	ENSG00000164093	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	PRELP	ENSG00000188783	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	TBX20	ENSG00000164532	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	BTN1A1	ENSG00000124557	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SOX9	BHLHE40	ENSG00000134107	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
